id,question,true_query,generated_query
baa84499707e958def958609,What were the top four most frequent diagnoses that patients were given within 2 months after being diagnosed with encounter for attention to tracheostomy since 2100?,"SELECT d_icd_diagnoses.long_title FROM d_icd_diagnoses WHERE d_icd_diagnoses.icd_code IN ( SELECT T3.icd_code FROM ( SELECT T2.icd_code, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'encounter for attention to tracheostomy' ) AND strftime('%Y',diagnoses_icd.charttime) >= '2100' ) AS T1 JOIN ( SELECT admissions.subject_id, diagnoses_icd.icd_code, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE strftime('%Y',diagnoses_icd.charttime) >= '2100' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month') GROUP BY T2.icd_code ) AS T3 WHERE T3.C1 <= 4 )","SELECT T3.diagnosis FROM ( SELECT T2.diagnosis, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT patient.subject_id, diagnosis.charttime FROM diagnosis JOIN patient ON diagnosis.patient_id = patient.subject_id WHERE diagnosis.diagnosis = 'encounter for attention to tracheostomy' AND strftime('%Y',diagnosis.charttime) >= '2100' ) AS T1 JOIN ( SELECT patient.subject_id, diagnosis.diagnosis, diagnosis.charttime FROM diagnosis JOIN patient ON diagnosis.patient_id = patient.subject_id WHERE strftime('%Y',diagnosis.charttime) >= '2100' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month') GROUP BY T2.diagnosis ) AS T3 WHERE T3"
de4d2a4ef0f92ed118449a87,What's the total number of patients in hematology/oncology since 2100?,"SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT transfers.hadm_id FROM transfers WHERE transfers.careunit = 'hematology/oncology' AND strftime('%Y',transfers.intime) >= '2100' )","SELECT COUNT( DISTINCT patient_id ) FROM procedures WHERE specialty = 'hematology/oncology' AND strftime('%Y',procedures.start_time) >= '2100'"
84564eb53eb9b3302bd9acf8,Can you tell me the top four most common microbiology tests that occurred in 2100?,"SELECT T1.test_name FROM ( SELECT microbiologyevents.test_name, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM microbiologyevents WHERE strftime('%Y',microbiologyevents.charttime) = '2100' GROUP BY microbiologyevents.test_name ) AS T1 WHERE T1.C1 <= 4","SELECT T1.test_name FROM ( SELECT T2.test_name, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT T1.sequence_id, T1.charttime FROM microbiology T1 JOIN ( SELECT sequence_id, charttime FROM procedures WHERE charttime BETWEEN '2100-01-01 00:00:00' AND '2100-12-31 23:59:59' ) AS T2 ON T1.sequence_id = T2.sequence_id GROUP BY T2.test_name ) AS T1 WHERE T1.C1 <= 4"
c4b26c0ae57a5f77fcd0c46d,Has patient 10022281 been prescribed a drug since 24 months ago?,"SELECT COUNT(*)>0 FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10022281 ) AND datetime(prescriptions.starttime) >= datetime(current_time,'-24 month')","SELECT COUNT(*)>0 FROM prescriptions WHERE prescriptions.patient_id = 10022281 AND datetime(prescriptions.starttime) >= datetime(current_time,'-24 month')"
dc671c0fb18f291e1d417779,What was patient 10004235's last output time of foley on 03/19/2100?,"SELECT outputevents.charttime FROM outputevents WHERE outputevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10004235 ) ) AND outputevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'foley' AND d_items.linksto = 'outputevents' ) AND strftime('%Y-%m-%d',outputevents.charttime) = '2100-03-19' ORDER BY outputevents.charttime DESC LIMIT 1","SELECT strftime(output_time, '%Y-%m-%d %H:%M:%S') FROM output_events WHERE output_time LIKE '%foley%' AND subject_id = 10004235 AND strftime('%Y-%m-%d',output_time) = '2100-03-19' ORDER BY output_time DESC LIMIT 1"
d6ab8927156136206a55d8a8,"During the current hospital visit, has patient 10021487 been prescribed with readi-cat 2 (barium sulfate 2% suspension), plasmalyte, or acetazolamide sodium?","SELECT COUNT(*)>0 FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10021487 AND admissions.dischtime IS NULL ) AND prescriptions.drug IN ( 'readi-cat 2 (barium sulfate 2% suspension)', 'plasmalyte', 'acetazolamide sodium' )",10021487 has been prescribed with acetazolamide sodium during the current hospital visit
cb5bf7d37033da680feb9abe,How many visits did patient 10026354 make to the hospital throughout this year?,"SELECT COUNT( DISTINCT admissions.hadm_id ) FROM admissions WHERE admissions.subject_id = 10026354 AND datetime(admissions.admittime,'start of year') = datetime(current_time,'start of year','-0 year')","SELECT COUNT( DISTINCT visit_id ) FROM hospital_visits WHERE patient_id = 10026354 AND datetime(visit_date,'start of year') = datetime(current_time,'start of year','-0 year')"
3e7993dbfd153fc21c01b640,How much is the minimum total cost for the hospital visits that include sevelamer carbonate since 1 year ago?,"SELECT MIN(T1.C1) FROM ( SELECT SUM(cost.cost) AS C1 FROM cost WHERE cost.hadm_id IN ( SELECT prescriptions.hadm_id FROM prescriptions WHERE prescriptions.drug = 'sevelamer carbonate' ) AND datetime(cost.chargetime) >= datetime(current_time,'-1 year') GROUP BY cost.hadm_id ) AS T1","SELECT MIN(T1.total_cost) FROM ( SELECT SUM(T2.cost) AS total_cost FROM ( SELECT T1.subject_id, T1.hadm_id FROM ( SELECT T1.subject_id, T1.hadm_id FROM diagnoses WHERE T1.diagnosis = 'sevelamer carbonate' ) AS T1 JOIN ( SELECT cost FROM cost_table WHERE cost_table.item = 'sevelamer carbonate' ) AS T2 ON T1.item = T2.item WHERE T1.charttime >= ( current_time, '-1 year' ) ) AS T1 GROUP BY T1.subject_id ) AS T2"
5efdb746ec678cf4fc384eaa,How is chlorhexidine gluconate 0.12% oral rinse delivered?,SELECT DISTINCT prescriptions.route FROM prescriptions WHERE prescriptions.drug = 'chlorhexidine gluconate 0.12% oral rinse',SELECT DISTINCT prescription_route FROM prescriptions WHERE prescription_drug = 'chlorhexidine gluconate 0.12% oral rinse'
0d61464fe9f411c1b299ffef,Count the number of times that patient 10009035 in 12/last year had a or urine output.,"SELECT COUNT(*) FROM outputevents WHERE outputevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10009035 ) ) AND outputevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'or urine' AND d_items.linksto = 'outputevents' ) AND datetime(outputevents.charttime,'start of year') = datetime(current_time,'start of year','-1 year') AND strftime('%m',outputevents.charttime) = '12'","SELECT COUNT(*) FROM results WHERE results.patient_id = 10009035 AND results.output_type = 'or urine' AND datetime(results.result_time,'start of year') = datetime(current_time,'start of year','-1 year') AND strftime('%m',results.result_time) = '12'"
a0863c97c9dcec30264c3abd,Name the output that patient 10037975 had for the last time?,SELECT d_items.label FROM d_items WHERE d_items.itemid IN ( SELECT outputevents.itemid FROM outputevents WHERE outputevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10037975 ) ) ORDER BY outputevents.charttime DESC LIMIT 1 ),SELECT output FROM ( SELECT * FROM procedures WHERE input = 'drainage of pericardial cavity' AND output = 'drainage of pericardial cavity' AND patient_id = 10037975 ) ORDER BY procedure_time DESC LIMIT 1
caf20c3c07abb81f1fb4ce13,What are the methods for ingesting oxymetazoline?,SELECT DISTINCT prescriptions.route FROM prescriptions WHERE prescriptions.drug = 'oxymetazoline',SELECT DISTINCT prescription_route FROM prescriptions WHERE prescription_drug = 'oxymetazoline'
b96e8ac58176933b9e0ee2b3,What are the five most commonly tested specimens for patients that were diagnosed with unarmed fight or brawl previously within 2 months?,"SELECT T3.spec_type_desc FROM ( SELECT T2.spec_type_desc, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'unarmed fight or brawl' ) ) AS T1 JOIN ( SELECT admissions.subject_id, microbiologyevents.spec_type_desc, microbiologyevents.charttime FROM microbiologyevents JOIN admissions ON microbiologyevents.hadm_id = admissions.hadm_id ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month') GROUP BY T2.spec_type_desc ) AS T3 WHERE T3.C1 <= 5","SELECT T3.spec_type_desc FROM ( SELECT T2.spec_type_desc, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT T1.subject_id, T1.diagnosis_time FROM ( SELECT subject_id, diagnosis_time, spec_type_desc FROM microbiology_events WHERE spec_type_desc = 'other' ) AS T1 JOIN ( SELECT subject_id, diagnosis_time FROM diagnoses WHERE diagnosis_time < '2 months' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.diagnosis_time < T2.diagnosis_time AND datetime(T1.diagnosis_time,'start of month') = datetime(T2.diagnosis_time,'start of month') ) AS T3 WHERE T3.C1 <= 5"
60e8ab147beb8159de92a539,How much is the average total cost of a hospital visit that includes a free calcium lab test in 2100?,"SELECT AVG(T1.C1) FROM ( SELECT SUM(cost.cost) AS C1 FROM cost WHERE cost.hadm_id IN ( SELECT labevents.hadm_id FROM labevents WHERE labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'free calcium' ) ) AND strftime('%Y',cost.chargetime) = '2100' GROUP BY cost.hadm_id ) AS T1","SELECT AVG(T1.C1) FROM ( SELECT SUM(cost_lab) AS C1 FROM lab_results WHERE lab_name = 'free calcium' AND strftime('%Y',cost_date) = '2100' GROUP BY patient_id ) AS T1"
a13bd95a1540c1bc4c4568db,Can you tell me the last ferritin lab reading for patient 10020740 in 03/2100?,"SELECT labevents.valuenum FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10020740 ) AND labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'ferritin' ) AND strftime('%Y-%m',labevents.charttime) = '2100-03' ORDER BY labevents.charttime DESC LIMIT 1","SELECT lab_ferritin FROM lab_results WHERE patient_id = 10020740 AND strftime('%Y-%m',lab_results.charttime) = '2100-03' ORDER BY lab_results.charttime DESC LIMIT 1"
e256c7b08d9dde3880221886,"List the top three most frequent diagnoses that were given to patients within the same month after they were diagnosed with other dependence on machines, supplemental oxygen.","SELECT d_icd_diagnoses.long_title FROM d_icd_diagnoses WHERE d_icd_diagnoses.icd_code IN ( SELECT T3.icd_code FROM ( SELECT T2.icd_code, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'other dependence on machines, supplemental oxygen' ) ) AS T1 JOIN ( SELECT admissions.subject_id, diagnoses_icd.icd_code, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T1.charttime,'start of month') = datetime(T2.charttime,'start of month') GROUP BY T2.icd_code ) AS T3 WHERE T3.C1 <= 3 )","SELECT T3.diagnosis FROM ( SELECT T2.diagnosis, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT patient.subject_id, diagnoses.charttime FROM diagnoses JOIN patient ON diagnoses.patient_id = patient.subject_id WHERE diagnoses.diagnosis = 'other dependence on machines, supplemental oxygen' ) AS T1 JOIN ( SELECT patient.subject_id, diagnoses.diagnosis, diagnoses.charttime FROM diagnoses JOIN patient ON diagnoses.patient_id = patient.subject_id ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T1.charttime,'start of month') = datetime(T2.charttime,'start of month') GROUP BY T2.diagnosis ) AS T3 WHERE T3.C1 <= 3"
fbf3603d3d2d818a10d4d5b4,"Among patients who were diagnosed with acute alcoholic intoxication in alcoholism, continuous during this year, what are the top five most commonly prescribed medications that followed in the same hospital encounter for patients in their 50s?","SELECT T3.drug FROM ( SELECT T2.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime, admissions.hadm_id FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'acute alcoholic intoxication in alcoholism, continuous' ) AND datetime(diagnoses_icd.charttime,'start of year') = datetime(current_time,'start of year','-0 year') ) AS T1 JOIN ( SELECT admissions.subject_id, prescriptions.drug, prescriptions.starttime, admissions.hadm_id FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE admissions.age BETWEEN 50 AND 59 AND datetime(prescriptions.starttime,'start of year') = datetime(current_time,'start of year','-0 year') ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.starttime AND T1.hadm_id = T2.hadm_id GROUP BY T2.drug ) AS T3 WHERE T3.C1 <= 5","SELECT T3.drug FROM ( SELECT T2.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses.charttime, admissions.hadm_id FROM diagnoses JOIN admissions ON diagnoses.hadm_id = admissions.hadm_id WHERE diagnoses.diagnosis = 'acute alcoholic intoxication in alcoholism' AND datetime(diagnoses.charttime,'start of year') = datetime(current_time,'start of year','-0 year') ) AS T1 JOIN ( SELECT admissions.subject_id, prescriptions.drug, prescriptions.starttime, admissions.hadm_id FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE admissions.age BETWEEN 50 AND 59 AND datetime(prescriptions.starttime,'start of year') = datetime(current_time,'start of year','-0 year') ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1"
67269f11d04e63d8d4a6aaf1,"List the top five most frequent procedures that patients underwent within the same month after being diagnosed with diabetes mellitus without mention of complication, type ii or unspecified type, not stated as uncontrolled in 2100.","SELECT d_icd_procedures.long_title FROM d_icd_procedures WHERE d_icd_procedures.icd_code IN ( SELECT T3.icd_code FROM ( SELECT T2.icd_code, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'diabetes mellitus without mention of complication, type ii or unspecified type, not stated as uncontrolled' ) AND strftime('%Y',diagnoses_icd.charttime) = '2100' ) AS T1 JOIN ( SELECT admissions.subject_id, procedures_icd.icd_code, procedures_icd.charttime FROM procedures_icd JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE strftime('%Y',procedures_icd.charttime) = '2100' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T1.charttime,'start of month') = datetime(T2.charttime,'start of month') GROUP BY T2.icd_code ) AS T3 WHERE T3.C1 <= 5 )","SELECT T3.long_title FROM ( SELECT T2.short_title, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT T1.subject_id, T1.charttime FROM ( SELECT subject_id, charttime FROM diagnoses WHERE diagnoses.long_title = 'diabetes mellitus without mention of complication, type ii or unspecified type, not stated as uncontrolled' ) AS T1 JOIN ( SELECT subject_id, procedure_time FROM procedures ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.procedure_time AND datetime(T1.charttime,'start of month') = datetime(T2.procedure_time,'start of month') GROUP BY T2.short_title ) AS T3 WHERE T3.C1 <= 5"
2675abf72b38410bb4eda4ad,What proportion of patients with a diagnosis of acetonuria survive over a 6-month period?,"SELECT AVG(C1) FROM ( SELECT ( CASE WHEN (strftime('%J',patients.dod) - strftime('%J',T1.charttime)) < 1 * 365/2 THEN 0 ELSE 1 END ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'acetonuria' ) AND strftime('%J',current_time) - strftime('%J',diagnoses_icd.charttime) >= 1 * 365/2 GROUP BY admissions.subject_id HAVING MIN(diagnoses_icd.charttime) = diagnoses_icd.charttime ) AS T1 JOIN patients ON T1.subject_id = patients.subject_id )",SELECT COUNT( DISTINCT patient_id ) FROM diagnoses WHERE diagnosis = 'acetonuria' AND survival_months > 6
811d7b1ce1d2dbdbb4648a1b,What procedure was performed on patient 10021938 two times since 11 months ago?,"SELECT d_icd_procedures.long_title FROM d_icd_procedures WHERE d_icd_procedures.icd_code IN ( SELECT T1.icd_code FROM ( SELECT procedures_icd.icd_code, COUNT( procedures_icd.charttime ) AS C1 FROM procedures_icd WHERE procedures_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10021938 ) AND datetime(procedures_icd.charttime) >= datetime(current_time,'-11 month') GROUP BY procedures_icd.icd_code ) AS T1 WHERE T1.C1 = 2 )","SELECT T1.operation_name FROM ( SELECT procedures.operation_name, COUNT( procedures.time ) AS counter FROM procedures WHERE procedures.patient_id = 10021938 AND datetime(procedures.time) >= datetime(current_time,'-11 month') GROUP BY procedures.operation_name ) AS T1 WHERE T1.counter = 2"
bdf2adbc5d802891bf0837c2,"In 2100, how many patients received pantoprazole in the same hospital encounter after being diagnosed with defibrination syndrome?","SELECT COUNT( DISTINCT T1.subject_id ) FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime, admissions.hadm_id FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'defibrination syndrome' ) AND strftime('%Y',diagnoses_icd.charttime) = '2100' ) AS T1 JOIN ( SELECT admissions.subject_id, prescriptions.starttime, admissions.hadm_id FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE prescriptions.drug = 'pantoprazole' AND strftime('%Y',prescriptions.starttime) = '2100' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.starttime AND T1.hadm_id = T2.hadm_id","SELECT COUNT(DISTINCT T1.subject_id) FROM ( SELECT T1.subject_id, T2.diagnosis_time, T1.hadm_id FROM ( SELECT admissions.subject_id, diagnoses.diagnosis_time, admissions.hadm_id FROM diagnoses JOIN admissions ON diagnoses.hadm_id = admissions.hadm_id WHERE diagnoses.diagnosis = 'defibrination syndrome' ) AS T1 JOIN ( SELECT admissions.subject_id, prescriptions.start_time, admissions.hadm_id FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE prescriptions.drug = 'pantoprazole' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.diagnosis_time < T2.start_time AND T1.hadm_id = T2.hadm_id"
6d14fafef38d93f2e020c386,"Count how many times in the first hospital encounter patient 10018328 experienced the restriction of left internal carotid artery with intraluminal device, percutaneous approach procedure.","SELECT COUNT(*) FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'restriction of left internal carotid artery with intraluminal device, percutaneous approach' ) AND procedures_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10018328 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1 )","SELECT COUNT(*) FROM procedures WHERE procedures.patient_id = 10018328 AND procedures.long_title = 'restriction of left internal carotid artery with intraluminal device, percutaneous approach' AND procedures.encounter_id = ( SELECT encounters.encounter_id FROM encounters WHERE encounters.patient_id = 10018328 AND encounters.dischtime IS NOT NULL ORDER BY encounters.admittime ASC LIMIT 1 )"
f5d1341aa772a131aa8ee445,How many patients were diagnosed with personal history of malignant neoplasm of large intestine in 2100?,"SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT diagnoses_icd.hadm_id FROM diagnoses_icd WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'personal history of malignant neoplasm of large intestine' ) AND strftime('%Y',diagnoses_icd.charttime) = '2100' )","SELECT COUNT( DISTINCT patient_id ) FROM diagnoses WHERE diagnosis_name = 'personal history of malignant neoplasm of large intestine' AND strftime('%Y',diagnosis_time) = '2100'"
e5b73688391845090eacc355,"How many patients got a amylase, ascites test since 1 year ago?","SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT labevents.hadm_id FROM labevents WHERE labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'amylase, ascites' ) AND datetime(labevents.charttime) >= datetime(current_time,'-1 year') )","SELECT COUNT( DISTINCT patient_id ) FROM tests WHERE test_name = 'amylase, ascites' AND datetime(tests.test_date) >= datetime(current_time,'-1 year')"
b8b5e892b7594cca173fde8a,What label corresponds to volume not removed?,SELECT d_items.label FROM d_items WHERE d_items.abbreviation = 'volume not removed',SELECT DISTINCT label FROM procedures WHERE procedure_name = 'volume not removed'
b26e5939c6b846e6073358d5,How many prescription drugs were ordered for patient 10018328 during their last hospital visit?,SELECT COUNT(*) FROM prescriptions WHERE prescriptions.hadm_id IN( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10018328 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ),SELECT COUNT(*) FROM prescriptions WHERE prescriptions.patient_id = 10018328 AND prescriptions.dischtime IS NOT NULL ORDER BY prescriptions.starttime DESC LIMIT 1
36d8a80cdf21d731b910f6bf,What are the four most common microbiology tests for people who were diagnosed with dysthymic disorder earlier within 2 months?,"SELECT T3.test_name FROM ( SELECT T2.test_name, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'dysthymic disorder' ) ) AS T1 JOIN ( SELECT admissions.subject_id, microbiologyevents.test_name, microbiologyevents.charttime FROM microbiologyevents JOIN admissions ON microbiologyevents.hadm_id = admissions.hadm_id ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month') GROUP BY T2.test_name ) AS T3 WHERE T3.C1 <= 4","SELECT T3.test_name FROM ( SELECT T2.test_name, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses.charttime FROM diagnoses JOIN admissions ON diagnoses.admission_id = admissions.admission_id WHERE diagnoses.diagnosis = 'dysthymic disorder' ) AS T1 JOIN ( SELECT admissions.subject_id, microbiology.test_name, microbiology.charttime FROM microbiology JOIN admissions ON microbiology.admission_id = admissions.admission_id ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month') GROUP BY T2.test_name ) AS T3 WHERE T3.C1 <= 4"
8e97f8923eae1120693cf379,Is the value of mchc of patient 10026255 second measured on the last hospital visit less than it was first measured on the last hospital visit?,SELECT ( SELECT labevents.valuenum FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10026255 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'mchc' ) ORDER BY labevents.charttime ASC LIMIT 1 OFFSET 1 ) < ( SELECT labevents.valuenum FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10026255 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'mchc' ) ORDER BY labevents.charttime ASC LIMIT 1 ),SELECT ( SELECT lab_value FROM lab_tests WHERE lab_tests.patient_id = 10026255 AND lab_tests.spec_type_id = ( SELECT id FROM spec_types WHERE spec_type_name = 'mchc' ) AND lab_tests.chart_time = ( SELECT lab_tests.chart_time FROM lab_tests WHERE lab_tests.patient_id = 10026255 AND lab_tests.spec_type_id = ( SELECT id FROM spec_types WHERE spec_type_name = 'mchc' ) AND lab_tests.hospital_id = ( SELECT hospitals.hospital_id FROM hospitals WHERE hospitals.patient_id = 10026255 AND hospitals.dischtime IS NOT NULL ORDER BY hospitals.admittime DESC LIMIT 1 ) ORDER BY lab_tests.chart_time ASC LIMIT 1 OFFSET 1 ) < ( SELECT lab_value FROM lab_tests WHERE lab_tests.patient_id = 10026255 AND lab_tests.spec_type
103963052c1ac6130cd2db9a,What is the sum of patient 10003046's or urine output during the last ICU visit.,SELECT SUM(outputevents.value) FROM outputevents WHERE outputevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10003046 ) AND icustays.outtime IS NOT NULL ORDER BY icustays.intime DESC LIMIT 1 ) AND outputevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'or urine' AND d_items.linksto = 'outputevents' ),SELECT SUM(output_events.value) FROM output_events WHERE output_events.patient_id = 10003046 AND output_events.output_type = 'or urine' AND output_events.icu_id IN ( SELECT icu_registration.icu_id FROM icu_registration WHERE icu_registration.patient_id = 10003046 AND icu_registration.icu_duration > 0 ORDER BY icu_registration.icu_starttime DESC LIMIT 1 )
